"Project Number","Brand Name","Generic Name","Therapeutic Area","Recommendation Type","Project Status","Date Submission Received","Date Recommendation Issued"
SR0108-000,Campral,"Acamprosate calcium","Alcohol Abstinence","List with clinical criteria and/or conditions",Complete,"Aug 29, 2007","Mar 27, 2008"
SF0143-000,Campral,"Acamprosate calcium","Alcohol Abstinence",N/A,Complete,"Jul 22, 2008",
SR0755-000,Camzyos,mavacamten,"Obstructive hypertrophic cardiomyopathy","Reimburse with clinical criteria and/or conditions",Complete,"Sep 22, 2022","Apr 14, 2023"
PC0090-000,Caprelsa,Vandetanib,"Medullary Thyroid Cancer","Reimburse with clinical criteria and/or conditions",Complete,,"Mar 30, 2017"
PG0302-000,Carvykti,"ciltacabtagene autoleucel","Relapsed or refractory multiple myeloma","Reimburse with clinical criteria and/or conditions",Complete,"Sep 23, 2022","May 1, 2023"
PG0361-000,Carvykti,"ciltacabtagene autoleucel","Relapsed or refractory multiple myeloma","Reimburse with clinical criteria and/or conditions",Complete,"Apr 18, 2024","Nov 1, 2024"
SG0831-000,Casgevy,"exagamglogene autotemcel","Transfusion-dependent β-thalassemia","Reimburse with clinical criteria and/or conditions",Complete,"May 27, 2024","Dec 11, 2024"
SG0830-000,Casgevy,"exagamglogene autotemcel","Sickle cell disease (SCD)","Reimburse with clinical criteria and/or conditions",Complete,"May 27, 2024","Dec 11, 2024"
SR0220-000,Cayston,"Aztreonam for inhalation solution","Cystic fibrosis, chronic pulmonary pseudomonas aeruginosa infections","List with clinical criteria and/or conditions",Complete,"Dec 2, 2010","Jul 18, 2011"
SR0113-000,Celsentri,Maraviroc,HIV,,Withdrawn,"Nov 2, 2007",
SR0136-000,Celsentri,Maraviroc,HIV,"List with clinical criteria and/or conditions",Complete,"May 7, 2008","Nov 12, 2008"
SR0221-000,Celsentri,Maraviroc,"HIV infection","Do not list",Complete,"Dec 8, 2010","Jul 18, 2011"
SR0511-000,Cerdelga,Eliglustat,"Gaucher disease","Reimburse with clinical criteria and/or conditions",Complete,"Jan 20, 2017","Jul 26, 2017"
SR0094-000,Champix,"Varenicline tartrate",Smoking-cessation,"List with clinical criteria and/or conditions",Complete,"Mar 21, 2007","Aug 16, 2007"
SR0686-000,Cibinqo,abrocitinib,"Atopic dermatitis, moderate to severe","Reimburse with clinical criteria and/or conditions",Complete,"Apr 26, 2021","Aug 19, 2022"
SR0587-000,Cimzia,"certolizumab pegol","Psoriasis, moderate to severe plaque","Reimburse with clinical criteria and/or conditions",Complete,"May 13, 2019","Nov 20, 2019"
SR0175-000,Cimzia,"Certolizumab pegol","Arthritis, rheumatoid","Do not list",Complete,"Sep 3, 2009","May 27, 2010"
SR0385-000,Cimzia,"Certolizumab pegol","Ankylosing spondylitis","List with criteria/condition",Complete,"Jun 23, 2014","Apr 17, 2015"
SR0394-000,Cimzia,"Certolizumab pegol","Arthritis, psoriatic","List with criteria/condition",Complete,"Sep 2, 2014","Apr 17, 2015"
SF0591-000,Cinqair,reslizumab,"Asthma, eosinophilic","Reimburse with clinical criteria and/or conditions",Complete,"Oct 24, 2018","Mar 27, 2019"
SR0495-000,Cinqair,Reslizumab,"Asthma, eosinophilic","Reimburse with clinical criteria and/or conditions",Complete,"Aug 4, 2016","Mar 22, 2017"
SR0064-000,Cipralex,"Escitalopram oxalate","Depression, Major Depressive Disorder (MDD)","Do not list",Complete,"Jun 8, 2006","Jan 24, 2007"
SR0039-000,Cipralex,"Escitalopram oxalate","Depression, Major Depressive Disorder (MDD)",,Withdrawn,"Aug 3, 2005",
SR0014-000,Ciprodex,"Ciprofloxacin hydrochloride and dexamethasone otic suspension","Otitis media with otorrhea & otitis externa, acute","Do not list",Complete,"Jun 11, 2004","Jan 26, 2005"
SF0101-000,Ciprodex,"Ciprofloxacin hydrochloride & dexamethasone otic suspension","Otitis media with otorrhea & otitis externa, acute","List with clinical criteria and/or conditions",Complete,"Jun 15, 2007","Oct 18, 2007"
NS0020-000,Clolar,clofarabine,"Acute lymphoblastic leukemia","Canada’s Drug Agency is unable to make a reimbursement recommendation as the manufacturer has not filed a submission.","Not Filed",,
PC0320-000,Columvi,glofitamab,"Relapsed or refractory diffuse large B-cell lymphoma","Reimburse with clinical criteria and/or conditions",Complete,"Jul 18, 2023","Feb 2, 2024"
PC0406-000,Columvi,glofitamab,"Relapsed or refractory diffuse large B-cell lymphoma","Reimburse with clinical criteria and/or conditions",Complete,"Mar 7, 2025","Oct 1, 2025"
SR0001-000,"Combigan Ophthalmic Solution","Brimonidine tartrate/timolol maleate",Glaucoma,"List with clinical criteria and/or conditions",Complete,"Dec 15, 2003","May 27, 2004"
SR0256-000,COMPLERA,"Emtricitabine/ rilpivirine/ tenofovir disoproxil fumarate","HIV infection",List,Complete,"Oct 19, 2011","Apr 19, 2012"
SR0409-000,Constella,Linaclotide,"Irritable bowel syndrome with constipation","Do not list",Complete,"Dec 17, 2014","Sep 23, 2015"
SR0610-000,Contrave,"naltrexone hydrochloride and bupropion hydrochloride","Chronic weight management in adults","Do not reimburse",Complete,"May 1, 2019","May 27, 2020"
SR0164-000,Copaxone,"Glatiramer acetate","Clinically Isolated Syndrome (CIS), suggestive of Multiple Sclerosis","Do not list",Complete,"Apr 29, 2009","Nov 25, 2009"
SR0491-000,Cortiment,Budesonide,"Ulcerative Colitis","Do not reimburse",Complete,"May 24, 2016","Mar 22, 2017"
SR0655-000,Corzyna,ranolazine,"Stable angina pectoris, adults","Do not reimburse",Complete,"Aug 17, 2020","May 27, 2021"
SR0781-000,Cosentyx,secukinumab,"Hidradenitis suppurativa","Reimburse with clinical criteria and/or conditions",Complete,"May 10, 2023","Sep 12, 2024"
SR0475-000,Cosentyx,Secukinumab,"ankylosing spondylitis","Reimburse with clinical criteria and/or conditions",Complete,"Feb 19, 2016","Aug 23, 2016"
SR0476-000,Cosentyx,Secukinumab,"Arthritis, psoriatic","Reimburse with clinical criteria and/or conditions",Complete,"Feb 19, 2016","Aug 23, 2016"
SR0407-000,Cosentyx,Secukinumab,"Plaque psoriasis","List with criteria/condition",Complete,"Dec 8, 2014","Oct 28, 2015"
PC0070-000,Cotellic,Cobimetinib,"Metastatic melanoma","Reimburse with clinical criteria and/or conditions",Complete,,"Jun 30, 2016"
SR0586-000,Cresemba,isavuconazole,"Treatment of invasive aspergillosis and mucormycosis","Reimburse with clinical criteria and/or conditions",Complete,"Nov 2, 2018","May 15, 2019"
SR0602-000,Crysvita,burosumab,"Treatment of X-Linked Hypophosphatemia","Reimburse with clinical criteria and/or conditions",Complete,"Jul 23, 2019","May 27, 2020"
SR0818-000,Crysvita,burosumab,"Treatment of X-Linked Hypophosphatemia","Reimburse with clinical criteria and/or conditions",Complete,"Jan 2, 2024","Oct 10, 2024"
SR0127-000,Cubicin,Daptomycin,"Skin and skin structure infections & bacteremia","Do not list",Complete,"Mar 6, 2008","Sep 24, 2008"
SR0613-000,Cuvposa,glycopyrrolate,"chronic severe drooling, neurologic (pediatric)","Do not reimburse",Complete,"May 31, 2019","Jun 24, 2020"
SR0126-000,Cymbalta,"Duloxetine hydrochloride","Pain, Neuropathic, Diabetic","List with clinical criteria and/or conditions",Complete,"Feb 8, 2008","Aug 14, 2008"
SR0125-000,Cymbalta,"Duloxetine hydrochloride","Depressive, Major Disorder (MDD)","Do not list",Complete,"Feb 8, 2008","Aug 14, 2008"
PC0078-000,Cyramza,Ramucirumab,,,Cancelled,,
PC0059-000,Cyramza,Ramucirumab,"Metastatic Gastric Cancer or Gastro-Esophageal Junction Adenocarcinoma","Reimburse with clinical criteria and/or conditions",Complete,,"Oct 29, 2015"
SR0595-000,Cystadrops,cysteamine,"Corneal cystine crystal deposits","Reimburse with clinical criteria and/or conditions",Complete,"Dec 10, 2018","Jun 18, 2019"
SF0467-000,Daklinza,daclatasvir,"Hepatitis C, Chronic","Reimburse with clinical criteria and/or conditions",Complete,"Jan 6, 2016","May 19, 2016"
SR0417-000,Daklinza,Daclatasvir,"Hepatitis C, Chronic","List with clinical criteria and/or conditions",Complete,"Feb 13, 2015","Sep 21, 2015"
PC0257-000,Darzalex,daratumumab,"Light chain (AL) amyloidosis","Reimburse with clinical criteria and/or conditions",Complete,"Jul 15, 2021","Jan 28, 2022"
NS0031-000,Darzalex,daratumumab,"Multiple myeloma, eligible for autologous stem cell transplant","Canada’s Drug Agency is unable to make a reimbursement recommendation as the manufacturer has not filed a submission.","Not Filed",,
PC0079-000,Darzalex,Daratumumab,"Multiple Myeloma","Do not reimburse",Complete,,"Dec 1, 2016"
PC0189-000,Darzalex,Daratumumab,"Rd for MM","Reimburse with clinical criteria and/or conditions",Complete,,"Mar 5, 2020"
PC0104-000,Darzalex,Daratumumab,"Multiple Myeloma (second-line)","Reimburse with clinical criteria and/or conditions",Complete,,"Oct 5, 2017"
PC0148-000,Darzalex,Daratumumab,"BMP for Multiple Myeloma (newly diagnosed)","Reimburse with clinical criteria and/or conditions",Complete,,"Aug 29, 2019"
PC0388-000,"Darzalex SC",daratumumab,"Multiple myeloma, eligible for autologous stem cell transplant","Reimburse with clinical criteria and/or conditions",Complete,"Oct 1, 2024","May 2, 2025"
PC0424-000,"Darzalex SC",daratumumab,"Multiple myeloma, ineligible for ASCT","Reimburse with clinical criteria and/or conditions",Active,"Aug 18, 2025","Mar 4, 2026"
PC0207-000,Daurismo,Glasdegib,"Acute Myeloid Leukemia (AML)","Do not reimburse",Complete,,"Jan 8, 2021"
SR0947-000,Dawnzera,donidalorsen,"Hereditary angioedema (HAE)",,Pending,,
SR0218-000,Daxas,Roflumilast,"Chronic obstructive pulmonary disease","Do not list",Complete,"Nov 30, 2010","Jul 27, 2011"
SR0829-000,Daybue,trofinetide,"Rett syndrome (RTT)",,Active,"Oct 29, 2024","Aug 6, 2025"
SR0716-000,Dayvigo,lemborexant,Insomnia,"Do not reimburse",Complete,"Feb 28, 2022","Jan 10, 2023"
SR0895-000,Dayvigo,lemborexant,Insomnia,"Do not reimburse",Complete,"Apr 10, 2025","Jan 8, 2026"
SR0581-000,Delstrigo,"doravirine lamuvidine tenofovir disoproxil fumarate","HIV-1 infection","Reimburse with clinical criteria and/or conditions",Complete,"Nov 16, 2018","May 14, 2019"
NS0001-000,Demylocan,decitabine,"Myelodysplastic Syndromes","Canada’s Drug Agency is unable to make a reimbursement recommendation as the manufacturer has not filed a submission.","Not Filed",,
SR0075-000,Denavir,Penciclovir,"Herpes labialis (cold sores)","Do not list",Complete,"Sep 20, 2006","Apr 26, 2007"
SR0470-000,Descovy,"Emtricitabine /tenofovir alafenamide","HIV-1 infection","Reimburse with clinical criteria and/or conditions",Complete,"Jan 29, 2016","Aug 24, 2016"
SR0360-000,Diacomit,Stiripentol,"Dravet Syndrome","List with criteria/condition",Complete,"Oct 30, 2013","Oct 16, 2014"
SR0285-000,Dificid,Fidaxomicin,"Clostridium difficile infection","Do not list at the submitted price",Complete,"Jul 10, 2012","Dec 19, 2012"
SF0847-000,Dificid,fidaxomicin,"Clostridium difficile infection",N/A,Withdrawn,"Jan 29, 2024",
SR0684-000,Dojolvi,triheptanoin,"Long-chain fatty acid oxidation disorders","Reimburse with clinical criteria and/or conditions",Complete,"Mar 31, 2021","Jan 21, 2022"
SR0721-000,Doptelet,avatrombopag,"Chronic immune thrombocytopenia (ITP)","Do not reimburse",Complete,"Feb 3, 2022","May 8, 2024"
SR0601-000,Dovato,"dolutegravir / lamivudine","HIV-1 infection","Reimburse with clinical criteria and/or conditions",Complete,"Feb 21, 2019","Sep 30, 2019"
SR0423-000,"Duaklir Genuair","Aclidinium bromide/formoterol fumarate dihydrate","Chronic obstructive pulmonary disease","List with clinical criteria and/or conditions",Complete,"Apr 1, 2015","Sep 18, 2015"
SR0638-000,Duobrii,"Halobetasol propionate and tazarotene","Psoriasis, moderate to severe plaque","Reimburse with clinical criteria and/or conditions",Complete,"Jan 24, 2020","Oct 28, 2020"
SR0154-000,Duodopa,"Levodopa / carbidopa","Parkinson's disease","Do not list",Complete,"Dec 19, 2008","Jul 22, 2009"
SR0557-000,Duodopa,"Levodopa / carbidopa (Drug Plan Submission)","Parkinson's disease","Reimburse with clinical criteria and/or conditions",Complete,"Feb 8, 2018","Aug 22, 2018"
SR0057-000,DuoTrav,"Travoprost and timolol maleate",Glaucoma,"List with clinical criteria and/or conditions",Complete,"Mar 24, 2006","Aug 24, 2006"
SR0745-000,Dupixent,dupilumab,Asthma,"Reimburse with clinical criteria and/or conditions",Complete,"Jun 28, 2022","Jan 20, 2023"
SR0636-000,Dupixent,dupilumab,"atopic dermatitis","Reimburse with clinical criteria and/or conditions",Complete,"Oct 22, 2019","Apr 22, 2020"
SR0774-000,Dupixent,dupilumab,"Atopic dermatitis, pediatrics","Reimburse with clinical criteria and/or conditions",Complete,"Mar 29, 2023","Oct 13, 2023"
NS0043-000,Dupixent,dupilumab,"Treatment of patients aged 1 year and older, weighing at least 15 kg, with eosinophilic esophagitis","Canada’s Drug Agency is unable to make a reimbursement recommendation as the manufacturer has not filed a submission.","Not Filed",,
SR0667-000,Dupixent,dupilumab,Asthma,"Reimburse with clinical criteria and/or conditions",Complete,"Nov 26, 2020","Jun 8, 2021"
SR0870-000,Dupixent,dupilumab,"Chronic  obstructive pulmonary disease (COPD)","Reimburse with clinical criteria and/or conditions",Active,"Dec 11, 2024","Mar 11, 2026"
SR0878-000,Dupixent,dupilumab,"Chronic rhinosinusitis with nasal polyps","Reimburse with clinical criteria and/or conditions",Complete,"Dec 18, 2024","Jul 18, 2025"
SR0876-000,Dupixent,dupilumab,"Prurigo nodularis (PN)","Reimburse with clinical criteria and/or conditions",Complete,"Dec 20, 2024","Jul 17, 2025"
SR0533-000,Dupixent,dupilumab,"atopic dermatitis","Do not reimburse",Complete,"Oct 27, 2017","Jun 27, 2018"
SF0754-000,Dupixent,dupilumab,"atopic dermatitis","Reimburse with clinical criteria and/or conditions",Complete,"Jul 15, 2022","Jan 18, 2023"
SR0408-000,Dymista,"Azelastine  HCl and fluticasone propionate","Seasonal allergic rhinitis","Do not list",Complete,"Dec 9, 2014","Jun 17, 2015"
SR0556-000,"Dysport Therapeutic",abobotulinumtoxinA,"lower limb spasticity","Reimburse with clinical criteria and/or conditions",Complete,"Feb 7, 2018","Aug 23, 2018"
SR0512-000,"Dysport Therapeutic",abobotulinumtoxinA,"Cervical dystonia","Reimburse with clinical criteria and/or conditions",Complete,"Jan 31, 2017","Jul 26, 2017"
SR0517-000,"Dysport Therapeutic",abobotulinumtoxinA,"Upper limb spasticity","Reimburse with clinical criteria and/or conditions",Complete,"Apr 24, 2017","Oct 24, 2017"
SR0914-000,Ebglyss,lebrikizumab,"Atopic dermatitis",,Active,"Nov 24, 2025",
SR0819-000,Ebglyss,lebrikizumab,"atopic dermatitis","Do not reimburse",Complete,"Nov 1, 2023","Oct 9, 2024"
SR0025-000,Ebixa,"Memantine hydrochloride","Dementia (Alzheimer type), moderate to severe","Do not list",Complete,"Dec 21, 2004","Nov 23, 2005"
SR0317-000,Edarbi,"Azilsartan medoxomil",Hypertension,"Do not list at the submitted price",Complete,"Mar 8, 2013","Oct 17, 2013"
SR0318-000,Edarbyclor,"Azilsartan medoxomil + chlorthalidone",Hypertension,"Do not list",Complete,"Mar 8, 2013","Oct 17, 2013"
SR0243-000,Edurant,Rilpivirine,"HIV infection",List,Complete,"Jul 29, 2011","Feb 15, 2012"
SR0200-000,Effient,"Prasugrel hydrochloride","Acute Coronary Syndrome","Do not list",Complete,"May 5, 2010","Feb 16, 2011"
SR0263-000,Effient,Prasugrel,"Acute coronary syndrome","Do not list",Complete,"Dec 12, 2011","Jun 14, 2012"
SR0477-000,Egrifta,Tesamorelin,"Lipodystrophy, HIV-infected patients","Do not reimburse",Complete,"Mar 2, 2016","Aug 24, 2016"
PC0394-000,Elahere,"mirvetuximab soravtansine","Epithelial ovarian, fallopian tube, or primary peritoneal cancer","Reimburse with clinical criteria and/or conditions",Complete,"Mar 3, 2025","Oct 10, 2025"
SR0104-000,Elaprase,Idursulfase,"Mucopolysarccharidosis II (MPS II), Hunter Syndrome","Do not list",Complete,"Jul 13, 2007","Dec 19, 2007"
SR0390-000,Elelyso,"Taliglucerase alfa","Gaucher disease","Do not list",Complete,"Aug 15, 2014","Oct 28, 2015"
SR0872-000,Elfabrio,"pegunigalsidase alfa","Fabry disease","Reimburse with clinical criteria and/or conditions",Active,"Apr 4, 2025","Feb 4, 2026"
SR0288-000,Eliquis,Apixaban,"Thromboembolic events prevention, (atrial fibrillation)","List with clinical criteria and/or conditions",Complete,"Sep 25, 2012","Mar 20, 2013"
SR0264-000,Eliquis,Apixaban,"Venous thromboembolic events, prevention","List with clinical criteria and/or conditions",Complete,"Dec 20, 2011","Jun 14, 2012"
SR0397-000,Eliquis,Apixaban,"Venous thromboembolic events, treatment and prevention of recurrence","List with clinical criteria and/or conditions",Complete,"Sep 18, 2014","May 7, 2015"
PC0315-000,Elrexfio,elranatamab,"Relapsed or refractory multiple myeloma","Reimburse with clinical criteria and/or conditions",Complete,"Nov 9, 2023","May 31, 2024"
SR0109-000,Emend,Aprepitant,"Nausea and Vomiting, Chemotherapy induced","List with clinical criteria and/or conditions",Complete,"Aug 29, 2007","Feb 20, 2008"
NS0019-000,Emgality,galcanezumab,"Episodic cluster headache","Canada’s Drug Agency is unable to make a reimbursement recommendation as the manufacturer has not filed a submission.","Not Filed",,
SR0693-000,Emgality,galcanezumab,"Prevention of migraine","Reimburse with clinical criteria and/or conditions",Complete,"Jun 3, 2021","Dec 15, 2021"
SR0748-000,Empaveli,pegcetacoplan,"Paroxysmal nocturnal hemoglobinuria","Reimburse with clinical criteria and/or conditions",Complete,"Aug 26, 2022","Mar 20, 2023"
SR0898-000,Empaveli,pegcetacoplan,"C3 glomerulopathy or primary immune-complex membranoproliferative glomerulonephritis",,Active,"Oct 1, 2025",
SR0147-000,Enablex,"Darifenacin hydrobromide","Bladder, overactive","List with clinical criteria and/or conditions",Complete,"Oct 1, 2008","Apr 16, 2009"
SR0061-000,Enablex,"Darifenacin hydrobromide","Bladder, overactive","Do not list",Complete,"Apr 26, 2006","Oct 19, 2006"
SR0645-000,"Enerzair Breezhaler","indacaterol  glycopyrronium  mometasone furoate","Asthma maintenance, adults","Reimburse with clinical criteria and/or conditions",Complete,"May 19, 2020","Nov 24, 2020"
PC0285-000,Enhertu,"trastuzumab deruxtecan","Metastatic HER2 positive breast cancer","Reimburse with clinical criteria and/or conditions",Complete,"Mar 23, 2022","Sep 28, 2022"
PC0401-000,Enhertu,"trastuzumab deruxtecan","HER2-low or HER2-ultralow breast cancer","Reimburse with clinical criteria and/or conditions",Complete,"May 15, 2025","Dec 11, 2025"
PC0439-000,Enhertu,"trastuzumab deruxtecan","Unresectable or metastatic HER2-positive (IHC3+) solid tumours",,Pending,,
NS0035-000,Enhertu,"trastuzumab deruxtecan","Metastatic HER2-positive breast cancer","Canada’s Drug Agency is unable to make a reimbursement recommendation as the manufacturer has not filed a submission.","Not Filed",,
PC0367-000,Enhertu,"trastuzumab deruxtecan","Gastric or gastroesophageal junction (GEJ) adenocarcinoma","Time-limited reimbursement recommendation",Complete,"Sep 16, 2024","Apr 3, 2025"
